"true_model","noise_type","time_sampling","noise_parameter","distinct_model_parameters","distinct_runs","run_no","maximum_SM","slope_param_SM","midpoint_SM","final_asymptoteIntensity_ratio_DSM","maximum_DSM","slope1_param_DSM","midpoint1_param_DSM","slope2_param_DSM","midPoint_distance_param_DSM","n_samples","t_min","t_max"
"SM","additive","equidistant",0.45,4,1,34,14.3033916386543,2.00727685357318,8.38864943012595,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.45,5,1,35,5.85113026667386,0.618951135594367,23.9694327581674,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.45,6,1,36,13.5552134844474,41.3509663547023,26.3835172243416,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.45,7,1,37,5.45087242994923,1.60898530374003,21.7358240783215,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.45,8,1,38,2.58298209640197,0.170975603186367,5.28157143294811,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.45,9,1,39,3.51057563545182,2.73157989641251,21.4354001898319,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.45,10,1,40,5.88688147051726,1.37479793626684,20.3649806398898,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.6,1,1,41,15.0844282670412,3.25470275575941,15.8547195866704,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.6,2,1,42,17.6624571845867,0.11797708482208,12.1018587648869,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.6,3,1,43,11.3705844488693,0.787953241352564,25.42368321307,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.6,4,1,44,18.1748101591365,0.519934994543952,4.0056430734694,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.6,5,1,45,17.8725654811133,0.0317621717728508,10.769425207749,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.6,6,1,46,18.7040486666141,3.07762477190794,23.6772517953068,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.6,7,1,47,14.6844468241092,0.235591461863536,15.0417660120875,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.6,8,1,48,6.62429087141063,2.2788294257421,10.1152132619172,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.6,9,1,49,2.69706373405643,0.932136687452714,19.6869628988206,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.6,10,1,50,12.7705059177242,4.54842790595743,14.2652510013431,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.75,1,1,51,14.229445128073,0.289767630115212,14.5233400091529,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.75,2,1,52,1.34262187096756,2.29008960217855,5.85901624336839,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.75,3,1,53,1.19668188001961,0.0980539690902396,14.1070526316762,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.75,4,1,54,10.9528776870342,0.619248837205737,12.1976460982114,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.75,5,1,55,7.08835567764472,2.6136811394705,6.922508334741,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.75,6,1,56,6.15228291882668,3.29352873450994,22.8020241167396,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.75,7,1,57,3.65574436208699,0.203131597063726,3.44934429600835,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.75,8,1,58,1.93777708036359,1.41929215098551,21.7887546289712,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.75,9,1,59,11.6341516274493,45.5871892416032,22.3838920947164,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.75,10,1,60,9.69897778930608,0.497813563358528,26.5902181975543,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.9,1,1,61,8.62500356764067,2.19777589818456,21.9486487023532,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.9,2,1,62,7.41107296254486,0.0069443485830062,24.4359886776656,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.9,3,1,63,3.64718693341129,0.467881979169786,9.21775953657925,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.9,4,1,64,17.5571698406711,0.865978382685712,4.85140710510314,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.9,5,1,65,15.9169800767442,0.269739364098587,3.12851176410913,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.9,6,1,66,9.18870042623021,0.77543419727483,17.2225470598787,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.9,7,1,67,16.1039478202583,1.10838588768809,17.2465866599232,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.9,8,1,68,16.2093733908841,43.9006069249913,10.6717699896544,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.9,9,1,69,19.0112967653433,0.122925273071888,22.5224661044776,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",0.9,10,1,70,12.9970231044572,1.78477614750587,8.60626075789332,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.05,1,1,71,12.6529839275172,0.373323620214846,21.9483137279749,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.05,2,1,72,9.70353873868007,2.28597233011243,9.31908615678549,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.05,3,1,73,9.75555559268687,1.52681908587142,26.9645940810442,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.05,4,1,74,6.04812459303066,1.26422658279718,13.3847711998969,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.05,5,1,75,3.26427581952885,0.691320737290415,20.8182983826846,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.05,6,1,76,12.2310112782288,8.85675745430791,3.86203180253506,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.05,7,1,77,13.4648787974846,3.05280545199175,17.7279212269932,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.05,8,1,78,18.4110845205607,0.393668875150873,4.80976085923612,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.05,9,1,79,10.9026565189008,0.486523111597812,23.745777675882,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.05,10,1,80,8.52333364370279,0.472398152042851,11.2229420151561,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.2,1,1,81,13.961489159707,0.33124356317058,16.0225889906287,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.2,2,1,82,17.2009582965169,0.317169154862061,22.364918846637,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.2,3,1,83,12.5079476849642,11.6501354694456,6.02534903213382,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.2,4,1,84,8.25718884153757,0.155921877630906,16.1344541888684,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.2,5,1,85,14.7419661845779,1.19084150958044,6.08052670955658,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.2,6,1,86,11.4279031659476,0.049750621429701,8.6397868283093,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.2,7,1,87,19.2793272594456,0.902612116307223,17.7291843183339,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.2,8,1,88,11.2759171920829,0.726353726816822,18.9117257874459,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.2,9,1,89,2.06250745407306,0.416207453944347,16.792690275237,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.2,10,1,90,5.0594599330565,3.49070448469659,6.2135734912008,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.35,1,1,91,7.49215350518934,1.01410387181,12.5287433993071,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.35,2,1,92,3.66853067220654,0.347011799622545,20.1841077078134,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.35,3,1,93,7.28962976182811,0.0275269087102524,14.8551593888551,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.35,4,1,94,15.310919758724,0.453068060050885,11.0923487562686,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.35,5,1,95,0.528261482506059,0.655903607101412,13.2525420729071,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.35,6,1,96,14.3643869908294,0.348594533642148,21.3407421391457,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.35,7,1,97,0.913217797619291,0.509859475349618,16.9569386858493,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.35,8,1,98,18.6503571072128,2.59942273537308,9.21941640414298,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.35,9,1,99,13.5226552919252,3.40514287894046,8.06087991222739,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.35,10,1,100,11.7909480935661,13.5198354519777,12.5402662586421,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.5,1,1,101,6.67440611282364,2.62382031798144,24.4195160530508,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.5,2,1,102,18.0216741964687,16.8748920477331,19.6745551675558,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.5,3,1,103,9.94427667707205,0.143916775935246,8.66722800582647,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.5,4,1,104,14.7176811055979,0.00829108398613818,15.7477475423366,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.5,5,1,105,19.7875285936519,0.560674039864531,11.961484702304,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.5,6,1,106,18.5835513804108,0.813875668444827,25.3740217108279,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.5,7,1,107,10.3148388562724,1.54544197955996,6.05457503534853,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.5,8,1,108,13.0932614608202,21.3182087911259,16.0001556482166,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.5,9,1,109,13.3718681467231,12.2036483964526,15.9198554735631,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","equidistant",1.5,10,1,110,5.5069391623605,0.199686211563211,7.18735573813319,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0,1,1,111,4.76267399459612,0.0537601019389439,10.4839198384434,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0,2,1,112,12.6268221512437,0.176278533333741,23.7642175834626,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0,3,1,113,4.00116174225695,7.39657908418905,20.8993233572692,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0,4,1,114,6.50485105898697,1.75043475354269,12.6083211097866,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0,5,1,115,7.05481529389508,0.280405513768864,24.1464776974171,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0,6,1,116,0.547137808473781,0.134457058087828,5.26535425521433,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0,7,1,117,11.314584600646,0.349229162185446,9.77894907072186,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0,8,1,118,4.75243290716316,0.316206497204853,14.9878632612526,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0,9,1,119,7.94213531862479,2.45523704146391,25.0850374102592,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0,10,1,120,7.56160077212844,1.04678340334896,4.90854000113904,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.15,1,1,121,19.3080052333651,0.120066411443589,5.72478075139225,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.15,2,1,122,12.1198376258137,0.259751439815871,26.1608245912939,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.15,3,1,123,18.8229587674607,1.17918735992668,9.51569886691868,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.15,4,1,124,0.768611188046634,1.3291279049743,5.69218677654862,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.15,5,1,125,6.39520163859706,0.00688193312618338,21.6858898848295,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.15,6,1,126,1.99533002511598,51.3660482348479,16.4303339961916,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.15,7,1,127,1.82603398123756,0.462024451688377,19.1411071736366,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.15,8,1,128,1.69559621950611,0.11790016261793,17.5188568700105,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.15,9,1,129,13.4635451133829,0.411360915674324,11.7626201380044,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.15,10,1,130,14.921319226129,0.24588244374718,14.4725809190422,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.3,1,1,131,8.66921717617661,5.64218539392827,24.5536131877452,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.3,2,1,132,17.0406530020526,0.136473989421017,19.2100284676999,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.3,3,1,133,10.1727165938588,0.156931424263566,11.689522979781,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.3,4,1,134,9.13961038612761,0.440594492969858,16.2949151750654,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.3,5,1,135,4.27567955767736,1.41927383942424,18.7805476393551,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.3,6,1,136,0.810749299777672,0.90968993009982,15.9610295444727,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.3,7,1,137,19.9511060302844,67.881962395158,12.3236211240292,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.3,8,1,138,12.5040160808479,0.344587949762474,11.6685022171587,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.3,9,1,139,10.9886087320512,2.25138512101124,17.5701562743634,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.3,10,1,140,17.4301745643374,2.95765869983806,21.7805192191154,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.45,1,1,141,14.5822786904871,1.62995222598229,18.5664613321424,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.45,2,1,142,3.71645267000422,0.0098768237897089,18.444260912016,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.45,3,1,143,8.43548371212091,6.49007979182484,20.3754725251347,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.45,4,1,144,7.57687631431036,0.0204967013522078,17.959431739524,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.45,5,1,145,12.4578423096798,8.52116308352047,15.1737514715642,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.45,6,1,146,14.2417466585524,0.503253759623854,13.3615647722036,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.45,7,1,147,18.7658034767723,1.34584948736627,3.99464627914131,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.45,8,1,148,9.56549703094643,1.25050401422299,4.54816025868058,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.45,9,1,149,6.24240706874989,0.575575998279501,3.86036996729672,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.45,10,1,150,13.9810499684187,0.487350202654672,18.337422195822,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.6,1,1,151,13.6706051843707,3.20202256376511,15.3589125517756,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.6,2,1,152,12.9792997441022,5.98531385770498,19.9181299936026,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.6,3,1,153,17.6130768940784,1.44838124631858,19.2246129792184,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.6,4,1,154,18.8954920181772,0.487276688126169,4.29013155587018,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.6,5,1,155,13.2246385917533,0.869977576696176,9.44220562465489,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.6,6,1,156,9.45556110295001,3.25197673356149,13.6078412532806,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.6,7,1,157,1.94884939945769,0.742659260065284,3.46678480133414,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.6,8,1,158,14.4164790723473,0.0295243449769842,9.91105805709958,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.6,9,1,159,15.6535764483968,2.97251779454816,17.6851255204529,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.6,10,1,160,4.44629841502756,1.6442643668274,5.09698506630957,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.75,1,1,161,14.6168234057724,6.65197178458554,3.32392059825361,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.75,2,1,162,19.0141284084879,0.0863681470816966,18.0737756118178,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.75,3,1,163,2.86697467030026,0.0398657957933002,9.2144714333117,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.75,4,1,164,14.7327659897739,0.280829049632688,16.6684265714139,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.75,5,1,165,2.37240846352652,8.74730590398969,3.13461706414819,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.75,6,1,166,15.2237358665094,7.01858107813787,10.4713978674263,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.75,7,1,167,9.10858800720889,0.484606116609611,11.1757086832076,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.75,8,1,168,14.0322253576946,1.71140825809156,6.16442438587546,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.75,9,1,169,12.9170661721379,2.38680616922632,9.03024566173553,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.75,10,1,170,15.7729438862763,14.0906020026034,16.3966464232653,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.9,1,1,171,11.274223763519,0.363125230623154,9.00698805972934,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.9,2,1,172,17.5043604122475,8.81276576703303,12.5328075885773,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.9,3,1,173,0.775915494537912,0.99470833911288,25.858685452491,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.9,4,1,174,2.37686881141271,2.28031997406915,20.8047866206616,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.9,5,1,175,1.02027806330007,1.70745789522808,10.078448580578,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.9,6,1,176,1.64281614178326,0.292459912250798,26.8878319803625,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.9,7,1,177,7.76989085259847,23.5627533135607,3.74876748025417,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.9,8,1,178,1.32644602046348,2.63863784868552,21.8939361032099,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.9,9,1,179,16.5551243434427,0.278216688406512,6.62229408323765,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",0.9,10,1,180,17.1201008815784,0.427127435186459,18.6699191462249,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.05,1,1,181,17.9749895515619,0.063737770257917,11.5021093580872,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.05,2,1,182,19.9368440757273,1.36294460576836,11.1608351189643,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.05,3,1,183,2.2061328998534,4.43877552904774,20.8305572904646,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.05,4,1,184,14.2949411045061,0.304057508491568,19.6322756186128,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.05,5,1,185,15.535968277487,0.669839852387243,15.8992430325598,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.05,6,1,186,0.976815193309449,0.353800718460402,13.6399255134165,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.05,7,1,187,3.56105184140615,0.333104610595624,4.97142534703016,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.05,8,1,188,8.12534571376164,2.15342749944293,22.8976420462132,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.05,9,1,189,13.6650093785487,0.64442427837846,22.3297859206796,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.05,10,1,190,5.1672627407359,0.781648800234496,25.2893853038549,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.2,1,1,191,8.31429956264328,0.748400448065624,13.8617265690118,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.2,2,1,192,15.5850059229881,1.29935211626951,15.4688508398831,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.2,3,1,193,2.8872856579721,0.449384227686818,8.44438196159899,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.2,4,1,194,9.78215427654795,0.0458902627796373,10.1099581606686,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.2,5,1,195,3.82788651117589,2.35344012049035,11.1193280238658,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.2,6,1,196,11.0446469531395,21.3500536401142,11.3549376670271,NA,NA,NA,NA,NA,NA,55,3,30
"SM","additive","uniform",1.2,7,1,197,19.3360810294282,0.036225938968864,12.8518533110619,NA,NA,NA,NA,NA,NA,55,3,30
